Price,Adj Close,Close,High,Low,Open,Volume
Ticker,HKD=X,HKD=X,HKD=X,HKD=X,HKD=X,HKD=X
Date,,,,,,
2004-11-01 00:00:00+00:00,7.769400119781494,7.769400119781494,7.802000045776367,7.7519001960754395,7.7789998054504395,0
2004-11-08 00:00:00+00:00,7.7708001136779785,7.7708001136779785,7.784599781036377,7.76609992980957,7.770500183105469,0
2004-11-15 00:00:00+00:00,7.77239990234375,7.77239990234375,7.783100128173828,7.761199951171875,7.773499965667725,0
2004-11-22 00:00:00+00:00,7.770599842071533,7.770599842071533,7.78000020980835,7.760200023651123,7.77239990234375,0
2004-11-29 00:00:00+00:00,7.770899772644043,7.770899772644043,7.867499828338623,7.765999794006348,7.772500038146973,0
2004-12-06 00:00:00+00:00,7.775000095367432,7.775000095367432,7.7804999351501465,7.724599838256836,7.769700050354004,0
2004-12-13 00:00:00+00:00,7.779399871826172,7.779399871826172,7.784299850463867,7.759699821472168,7.774199962615967,0
2004-12-20 00:00:00+00:00,7.783100128173828,7.783100128173828,7.786099910736084,7.774499893188477,7.779600143432617,0
2004-12-27 00:00:00+00:00,7.772500038146973,7.772500038146973,7.793099880218506,7.765999794006348,7.78249979019165,0
2005-01-03 00:00:00+00:00,7.79010009765625,7.79010009765625,7.814300060272217,7.771100044250488,7.774799823760986,0
2005-01-10 00:00:00+00:00,7.7947998046875,7.7947998046875,7.798799991607666,7.786900043487549,7.789999961853027,0
2005-01-17 00:00:00+00:00,7.796800136566162,7.796800136566162,7.801199913024902,7.78879976272583,7.792799949645996,0
2005-01-24 00:00:00+00:00,7.797100067138672,7.797100067138672,7.803299903869629,7.793600082397461,7.796500205993652,0
2005-01-31 00:00:00+00:00,7.798600196838379,7.798600196838379,7.803999900817871,7.733799934387207,7.798500061035156,0
2005-02-07 00:00:00+00:00,7.797900199890137,7.797900199890137,7.807300090789795,7.789000034332275,7.798500061035156,0
2005-02-14 00:00:00+00:00,7.798900127410889,7.798900127410889,7.810500144958496,7.789999961853027,7.799499988555908,0
2005-02-21 00:00:00+00:00,7.797399997711182,7.797399997711182,7.827499866485596,7.794300079345703,7.799099922180176,0
2005-02-28 00:00:00+00:00,7.798900127410889,7.798900127410889,7.802700042724609,7.7947998046875,7.799099922180176,0
2005-03-07 00:00:00+00:00,7.798099994659424,7.798099994659424,7.802199840545654,7.793600082397461,7.798699855804443,0
2005-03-14 00:00:00+00:00,7.797699928283691,7.797699928283691,7.8018999099731445,7.788400173187256,7.798399925231934,0
2005-03-21 00:00:00+00:00,7.7993998527526855,7.7993998527526855,7.802000045776367,7.7947001457214355,7.798399925231934,0
2005-03-28 00:00:00+00:00,7.798699855804443,7.798699855804443,7.803599834442139,7.793399810791016,7.7982001304626465,0
2005-04-04 00:00:00+00:00,7.798699855804443,7.798699855804443,7.814300060272217,7.784299850463867,7.798900127410889,0
2005-04-11 00:00:00+00:00,7.797500133514404,7.797500133514404,7.802700042724609,7.752799987792969,7.798299789428711,0
2005-04-18 00:00:00+00:00,7.79610013961792,7.79610013961792,7.801499843597412,7.781799793243408,7.797599792480469,0
2005-04-25 00:00:00+00:00,7.789100170135498,7.789100170135498,7.8007001876831055,7.763199806213379,7.791200160980225,0
2005-05-02 00:00:00+00:00,7.792300224304199,7.792300224304199,7.799699783325195,7.7754998207092285,7.789299964904785,0
2005-05-09 00:00:00+00:00,7.797800064086914,7.797800064086914,7.819900035858154,7.6066999435424805,7.793099880218506,0
2005-05-16 00:00:00+00:00,7.786499977111816,7.786499977111816,7.807799816131592,7.77239990234375,7.797999858856201,0
2005-05-23 00:00:00+00:00,7.776500225067139,7.776500225067139,7.806399822235107,7.761899948120117,7.786799907684326,0
2005-05-30 00:00:00+00:00,7.781199932098389,7.781199932098389,7.791200160980225,7.77269983291626,7.775199890136719,0
2005-06-06 00:00:00+00:00,7.7758002281188965,7.7758002281188965,7.792200088500977,7.773099899291992,7.779300212860107,0
2005-06-13 00:00:00+00:00,7.773600101470947,7.773600101470947,7.779399871826172,7.607900142669678,7.776299953460693,0
2005-06-20 00:00:00+00:00,7.771500110626221,7.771500110626221,7.776199817657471,7.759500026702881,7.77370023727417,0
2005-06-27 00:00:00+00:00,7.77209997177124,7.77209997177124,7.774799823760986,7.754499912261963,7.769999980926514,0
2005-07-04 00:00:00+00:00,7.773600101470947,7.773600101470947,7.777100086212158,7.765600204467773,7.772799968719482,0
2005-07-11 00:00:00+00:00,7.775400161743164,7.775400161743164,7.791800022125244,7.769599914550781,7.772600173950195,0
2005-07-18 00:00:00+00:00,7.769000053405762,7.769000053405762,7.780099868774414,7.718800067901611,7.773799896240234,0
2005-07-25 00:00:00+00:00,7.77370023727417,7.77370023727417,7.8109002113342285,7.765900135040283,7.768099784851074,0
